base,Parcelas,grid,species,type
VG,P5,Open,Rat,Rodent
VG,P5,Open,Sciurus ingrami,Rodent
VG,P5,Open,Rat,Rodent
VG,P5,Open,Rat,Rodent
VG,P5,Open,Cuniculus paca,Rodent
VG,P5,Open,Rat,Rodent
VG,P5,Open,Rat,Rodent
VG,P5,Open,Rat,Rodent
VG,P5,Open,Rat,Rodent
VG,P5,Open,Rat,Rodent
VG,7A,Open,Sciurus ingrami,Rodent
VG,7A,Open,Rat,Rodent
VG,7A,Open,Rat,Rodent
VG,7A,Open,Rat,Rodent
VG,7A,Open,Rat,Rodent
VG,7A,Open,Sciurus ingrami,Rodent
VG,7A,Open,Sciurus ingrami,Rodent
VG,P1,Open,Rat,Rodent
VG,P1,Open,Dasypus novemcinctus,xernartha
VG,P1,Open,Rat,Rodent
VG,P1,Open,Rat,Rodent
VG,P1,Open,Cuniculus paca,Rodent
VG,P1,Open,Cuniculus paca,Rodent
VG,P1,Open,Rat,Rodent
VG,P1,Open,Rat,Rodent
VG,P1,Open,Rat,Rodent
VG,P1,Open,Rat,Rodent
VG,P1,Open,Cuniculus paca,Rodent
VG,P1,Open,Puma concolor,Feline
VG,P1,Open,Rat,Rodent
VG,P1,Open,Cuniculus paca,Rodent
VG,P1,Open,Cuniculus paca,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Rat,Rodent
VG,P5,Closed,Rat,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Rat,Rodent
VG,P5,Closed,Rat,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Rat,Rodent
VG,P5,Closed,Rat,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Rat,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Sciurus ingrami,Rodent
VG,P5,Closed,Rat,Rodent
VG,P8,Open,Cuniculus paca,Rodent
VG,P8,Open,Cuniculus paca,Rodent
VG,P8,Open,Cuniculus paca,Rodent
VG,P8,Open,Cuniculus paca,Rodent
VG,P8,Open,Cuniculus paca,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Rat,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,P10,Closed,Sciurus ingrami,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Didelphis albiventris,Marsupial
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Tupinambis teguixim,Lizard
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Rat,Rodent
VG,7F,Closed,Sciurus ingrami,Rodent
VG,7F,Closed,Rat,Rodent
VG,P14,Closed,Rat,Rodent
VG,P14,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P8,Closed,Rat,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Rat,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P6,Closed,Sciurus ingrami,Rodent
VG,P10,Open,N/A,N/A
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Tapirus terrestris,Ungulate
VG,P14,Open,Tapirus terrestris,Ungulate
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Cuniculus paca,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Leopardus pardalis,Feline
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Leopardus pardalis,Feline
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P14,Open,Rat,Rodent
VG,P15,Open,Pecari tajacu,Ungulate
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Open,Pecari tajacu,Ungulate
VG,P15,Open,Pecari tajacu,Ungulate
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P15,Closed,Rat,Rodent
VG,P11,Open,Didelphis aurita,Marsupial
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Tamandua tetradactyla,Xenarthra
VG,P11,Open,Tamandua tetradactyla,Xenarthra
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Tupinambis teguixim,Lizard
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Rat,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P11,Open,Sciurus ingrami,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Puma yagouaroundi,Feline
VG,P12,Open,Rat,Rodent
VG,P12,Open,Didelphis aurita,Marsupial
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Sciurus ingrami,Rodent
VG,P12,Open,Didelphis aurita,Marsupial
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Sciurus ingrami,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Leopardus pardalis,Feline
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Rat,Rodent
VG,P12,Open,Sciurus ingrami,Rodent
VG,P12,Open,Sciurus ingrami,Rodent
VG,P12,Open,Sciurus ingrami,Rodent
VG,P12,Open,Sciurus ingrami,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
VG,P15,Open,Rat,Rodent
